benchmark,f,attack,param,baseline,target,target_acc,baseline_acc,delta,ci_low,ci_high,p,n_tasks,p_holm,verdict
arc,0.3,llm:rushing,1.0,ds_full,race,0.9708333333333332,0.9833333333333332,-0.0125,-0.03333333333333334,0.0,0.15730741684009697,80,1.0,tie
arc,0.3,llm:rushing,1.0,majority,race,0.9708333333333332,0.9541666666666666,0.01666666666666667,-0.025,0.058333333333333334,0.4768164885445231,80,1.0,tie
arc,0.3,llm:rushing,1.0,self,race,0.9708333333333332,0.9351190476190476,0.03571428571428572,0.012500000000000006,0.06071428571428572,0.0015991740073277893,80,0.6508638209824102,tie
arc,0.3,llm:rushing,1.0,aip_gated,race,0.9708333333333332,0.9732142857142858,-0.002380952380952382,-0.025,0.013690476190476189,0.5736366280193503,80,1.0,tie
arc,0.3,llm:semantic_hallucination,1.0,iwmv,race,0.9678571428571429,0.9791666666666666,-0.01130952380952381,-0.025595238095238095,0.0,0.08327686887710241,80,1.0,tie
arc,0.3,llm:semantic_hallucination,1.0,mace,race,0.9678571428571429,0.9875,-0.019642857142857142,-0.04285714285714286,-0.0035714285714285713,0.04551997832170068,80,1.0,tie
arc,0.3,llm:semantic_hallucination,1.0,glad,race,0.9678571428571429,0.9875,-0.019642857142857146,-0.03809523809523809,-0.004166666666666667,0.02536898605682532,80,1.0,tie
arc,0.3,llm:semantic_hallucination,1.0,ds_onecoin,race,0.9678571428571429,0.9875,-0.019642857142857142,-0.04227678571428571,-0.0035714285714285713,0.04551997832170068,80,1.0,tie
arc,0.3,llm:semantic_hallucination,1.0,ds_full,race,0.9678571428571429,0.9833333333333332,-0.015476190476190477,-0.03154761904761905,-0.0035714285714285713,0.04551997832170068,80,1.0,tie
arc,0.3,llm:semantic_hallucination,1.0,majority,race,0.9678571428571429,0.975,-0.007142857142857141,-0.036324404761904766,0.02142857142857143,0.43262643404073786,80,1.0,tie
arc,0.3,llm:semantic_hallucination,1.0,self,race,0.9678571428571429,0.9351190476190476,0.03273809523809525,0.010119047619047621,0.05595238095238096,0.0017318151541681041,80,0.697921507129746,tie
arc,0.3,llm:semantic_hallucination,1.0,aip_gated,race,0.9678571428571429,0.980952380952381,-0.013095238095238096,-0.033348214285714294,0.0029761904761904734,0.3082006241536853,80,1.0,tie
arc,0.3,llm:semantic_negation,1.0,iwmv,race,0.9666666666666668,0.9708333333333332,-0.0041666666666666675,-0.0125,0.0,0.31731050786291415,80,1.0,tie
arc,0.3,llm:semantic_negation,1.0,mace,race,0.9666666666666668,0.9916666666666668,-0.025,-0.054166666666666675,-0.0041666666666666675,0.04551997832170068,80,1.0,tie
arc,0.3,llm:semantic_negation,1.0,glad,race,0.9666666666666668,0.9708333333333332,-0.0041666666666666675,-0.0125,0.0,0.31731050786291415,80,1.0,tie
arc,0.3,llm:semantic_negation,1.0,ds_onecoin,race,0.9666666666666668,0.9833333333333332,-0.01666666666666667,-0.0375,0.0,0.08328098628159922,80,1.0,tie
arc,0.3,llm:semantic_negation,1.0,ds_full,race,0.9666666666666668,0.9833333333333332,-0.01666666666666667,-0.037500000000000006,0.0,0.08328098628159922,80,1.0,tie
arc,0.3,llm:semantic_negation,1.0,majority,race,0.9666666666666668,0.9625,0.004166666666666667,-0.008333333333333335,0.020833333333333332,0.5686646725735651,80,1.0,tie
arc,0.3,llm:semantic_negation,1.0,self,race,0.9666666666666668,0.9351190476190476,0.03154761904761906,0.009523809523809526,0.05358630952380945,0.001655346506464245,80,0.6712655663299842,tie
arc,0.3,llm:semantic_negation,1.0,aip_gated,race,0.9666666666666668,0.9708333333333332,-0.0041666666666666675,-0.029166666666666667,0.020833333333333332,0.5686646725735651,80,1.0,tie
arc,0.5,coherent,1.0,iwmv,race,0.9708333333333332,0.0,0.9708333333333332,0.9458333333333332,0.9916666666666668,4.8885885988374226e-18,80,4.140634543215297e-15,win
arc,0.5,coherent,1.0,mace,race,0.9708333333333332,0.0,0.9708333333333332,0.9458333333333332,0.9916666666666668,4.8885885988374226e-18,80,4.140634543215297e-15,win
arc,0.5,coherent,1.0,glad,race,0.9708333333333332,0.0,0.9708333333333332,0.9458333333333332,0.9916666666666668,4.8885885988374226e-18,80,4.140634543215297e-15,win
arc,0.5,coherent,1.0,ds_onecoin,race,0.9708333333333332,0.0,0.9708333333333332,0.9458333333333332,0.9916666666666668,4.8885885988374226e-18,80,4.140634543215297e-15,win
arc,0.5,coherent,1.0,ds_full,race,0.9708333333333332,0.0,0.9708333333333332,0.9458333333333332,0.9916666666666668,4.8885885988374226e-18,80,4.140634543215297e-15,win
arc,0.5,coherent,1.0,majority,race,0.9708333333333332,0.3958333333333333,0.575,0.4833333333333334,0.6625,1.5065839833246994e-13,80,1.072687796127186e-10,win
arc,0.5,coherent,1.0,self,race,0.9708333333333332,0.9175000000000001,0.05333333333333332,0.029999999999999992,0.07916666666666665,3.8913396291663756e-05,80,0.018713573954158257,win
arc,0.5,coherent,1.0,aip_gated,race,0.9708333333333332,0.9633333333333333,0.007499999999999998,-0.0016666666666666692,0.020833333333333332,0.5538887445996896,80,1.0,tie
arc,0.5,gate_aware,0.25,iwmv,race,0.9833333333333332,0.9666666666666666,0.016666666666666666,0.0,0.0375,0.08328098628159922,80,1.0,tie
arc,0.5,gate_aware,0.25,mace,race,0.9833333333333332,0.9625,0.020833333333333336,0.0041666666666666675,0.04166666666666667,0.025365374382028103,80,1.0,tie
arc,0.5,gate_aware,0.25,glad,race,0.9833333333333332,0.95,0.03333333333333334,0.008333333333333335,0.0625,0.014327486313999917,80,1.0,tie
arc,0.5,gate_aware,0.25,ds_onecoin,race,0.9833333333333332,0.9833333333333332,0.0,0.0,0.0,1.0,80,1.0,tie
arc,0.5,gate_aware,0.25,ds_full,race,0.9833333333333332,0.9791666666666666,0.0041666666666666675,0.0,0.0125,0.31731050786291415,80,1.0,tie
arc,0.5,gate_aware,0.25,majority,race,0.9833333333333332,0.8625,0.12083333333333335,0.06666666666666668,0.18333333333333335,6.538839333143106e-05,80,0.030797933259104026,win
arc,0.5,gate_aware,0.25,self,race,0.9833333333333332,0.9175000000000001,0.06583333333333333,0.03666666666666666,0.0975,3.890555915625417e-05,80,0.018713573954158257,win
arc,0.5,gate_aware,0.25,aip_gated,race,0.9833333333333332,0.845,0.13833333333333334,0.08,0.2041874999999999,2.314616397516661e-05,80,0.011272181855906139,win
arc,0.5,llm:always_wrong,1.0,iwmv,race,0.9625,0.9458333333333334,0.01666666666666667,0.004166666666666667,0.03333333333333334,0.04551778774117866,80,1.0,tie
arc,0.5,llm:always_wrong,1.0,mace,race,0.9625,0.9583333333333334,0.0041666666666666675,0.0,0.0125,0.31731050786291415,80,1.0,tie
arc,0.5,llm:always_wrong,1.0,glad,race,0.9625,0.9375,0.025,0.0041666666666666675,0.05,0.02536898605682532,80,1.0,tie
arc,0.5,llm:always_wrong,1.0,ds_onecoin,race,0.9625,0.9541666666666668,0.008333333333333335,0.0,0.020833333333333336,0.15730741684009697,80,1.0,tie
arc,0.5,llm:always_wrong,1.0,ds_full,race,0.9625,0.9583333333333334,0.004166666666666667,-0.012500000000000002,0.020833333333333336,0.6630465879311791,80,1.0,tie
arc,0.5,llm:always_wrong,1.0,majority,race,0.9625,0.8583333333333332,0.10416666666666666,0.04572916666666666,0.17083333333333334,0.005927016643822806,80,1.0,tie
arc,0.5,llm:always_wrong,1.0,self,race,0.9625,0.9175000000000001,0.04499999999999999,0.019999999999999993,0.07083333333333333,0.0015452833744130062,80,0.6335661835093326,tie
arc,0.5,llm:always_wrong,1.0,aip_gated,race,0.9625,0.7841666666666666,0.17833333333333334,0.1,0.2641874999999999,5.20687552863029e-05,80,0.02478472751628018,win
arc,0.5,llm:rushing,1.0,iwmv,race,0.9550000000000001,0.95,0.004999999999999999,-0.008333333333333335,0.018333333333333333,0.326690295803741,80,1.0,tie
arc,0.5,llm:rushing,1.0,mace,race,0.9550000000000001,0.9666666666666666,-0.011666666666666667,-0.03166666666666666,0.0,0.15730741684009697,80,1.0,tie
arc,0.5,llm:rushing,1.0,glad,race,0.9550000000000001,0.9416666666666668,0.013333333333333336,-0.017499999999999998,0.04166666666666667,0.21222590791535534,80,1.0,tie
arc,0.5,llm:rushing,1.0,ds_onecoin,race,0.9550000000000001,0.95,0.004999999999999999,-0.008333333333333333,0.020833333333333332,0.32043220102676795,80,1.0,tie
arc,0.5,llm:rushing,1.0,ds_full,race,0.9550000000000001,0.9458333333333332,0.009166666666666667,-0.0125,0.034999999999999996,0.4203651721601206,80,1.0,tie
arc,0.5,llm:rushing,1.0,majority,race,0.9550000000000001,0.875,0.07999999999999999,0.009166666666666667,0.15254166666666644,0.02033158174210978,80,1.0,tie
arc,0.5,llm:rushing,1.0,self,race,0.9550000000000001,0.9175000000000001,0.03749999999999999,0.013333333333333322,0.06499999999999999,0.008248207790697227,80,1.0,tie
arc,0.5,llm:rushing,1.0,aip_gated,race,0.9550000000000001,0.9391666666666666,0.01583333333333333,-0.018333333333333333,0.05335416666666655,0.16578892341808105,80,1.0,tie
arc,0.5,llm:semantic_hallucination,1.0,iwmv,race,0.9583333333333334,0.95,0.008333333333333335,0.0,0.020833333333333336,0.15730741684009697,80,1.0,tie
arc,0.5,llm:semantic_hallucination,1.0,mace,race,0.9583333333333334,0.9666666666666666,-0.008333333333333333,-0.020833333333333332,0.0,0.15729920705028502,80,1.0,tie
arc,0.5,llm:semantic_hallucination,1.0,glad,race,0.9583333333333334,0.9666666666666668,-0.008333333333333335,-0.03333333333333334,0.0125,0.6465122620762905,80,1.0,tie
arc,0.5,llm:semantic_hallucination,1.0,ds_onecoin,race,0.9583333333333334,0.9625,-0.0041666666666666675,-0.0125,0.0,0.31731050786291415,80,1.0,tie
arc,0.5,llm:semantic_hallucination,1.0,ds_full,race,0.9583333333333334,0.9625,-0.004166666666666668,-0.03333333333333334,0.024999999999999998,0.6589153585170553,80,1.0,tie
arc,0.5,llm:semantic_hallucination,1.0,majority,race,0.9583333333333334,0.7375,0.2208333333333333,0.125,0.3166666666666667,0.0001369059504577778,80,0.06297673721057778,tie
arc,0.5,llm:semantic_hallucination,1.0,self,race,0.9583333333333334,0.9175000000000001,0.04083333333333332,0.016645833333333325,0.06752083333333321,0.006415479104792401,80,1.0,tie
arc,0.5,llm:semantic_hallucination,1.0,aip_gated,race,0.9583333333333334,0.9108333333333334,0.0475,0.01,0.08916666666666667,0.01146767196807429,80,1.0,tie
arc,0.5,llm:semantic_negation,1.0,iwmv,race,0.9583333333333333,0.9541666666666666,0.004166666666666667,0.0,0.0125,0.31731050786291415,80,1.0,tie
arc,0.5,llm:semantic_negation,1.0,mace,race,0.9583333333333333,0.9625,-0.004166666666666666,-0.020833333333333332,0.008333333333333335,0.5736315113269761,80,1.0,tie
arc,0.5,llm:semantic_negation,1.0,glad,race,0.9583333333333333,0.9375,0.020833333333333336,0.004166666666666667,0.04583333333333333,0.04551997832170068,80,1.0,tie
arc,0.5,llm:semantic_negation,1.0,ds_onecoin,race,0.9583333333333333,0.9541666666666666,0.004166666666666667,0.0,0.0125,0.31731050786291415,80,1.0,tie
arc,0.5,llm:semantic_negation,1.0,ds_full,race,0.9583333333333333,0.9583333333333334,6.938893903907229e-19,-0.0125,0.0125,0.9929035095959442,80,1.0,tie
arc,0.5,llm:semantic_negation,1.0,majority,race,0.9583333333333333,0.7666666666666667,0.19166666666666665,0.10416666666666667,0.2791666666666667,8.543711195403559e-05,80,0.04007000550644269,win
arc,0.5,llm:semantic_negation,1.0,self,race,0.9583333333333333,0.9175000000000001,0.040833333333333326,0.01581249999999999,0.07166666666666666,0.010555730523635705,80,1.0,tie
arc,0.5,llm:semantic_negation,1.0,aip_gated,race,0.9583333333333333,0.93,0.028333333333333332,0.004166666666666667,0.0625,0.09712546022045428,80,1.0,tie
arc,0.7,coherent,1.0,iwmv,race,0.951388888888889,0.0,0.951388888888889,0.9125,0.9819444444444445,9.934555574326053e-18,80,8.131946035675216e-15,win
arc,0.7,coherent,1.0,mace,race,0.951388888888889,0.0,0.951388888888889,0.913888888888889,0.9833333333333332,9.934555574326053e-18,80,8.131946035675216e-15,win
arc,0.7,coherent,1.0,glad,race,0.951388888888889,0.0,0.951388888888889,0.9152777777777779,0.9833333333333332,9.934555574326053e-18,80,8.131946035675216e-15,win
arc,0.7,coherent,1.0,ds_onecoin,race,0.951388888888889,0.0,0.951388888888889,0.913888888888889,0.9833333333333332,9.934555574326053e-18,80,8.131946035675216e-15,win
arc,0.7,coherent,1.0,ds_full,race,0.951388888888889,0.0,0.951388888888889,0.9125,0.9819444444444445,9.934555574326053e-18,80,8.131946035675216e-15,win
arc,0.7,coherent,1.0,majority,race,0.951388888888889,0.0,0.951388888888889,0.9166319444444444,0.9833333333333332,9.934555574326053e-18,80,8.131946035675216e-15,win
arc,0.7,coherent,1.0,self,race,0.951388888888889,0.9069444444444443,0.04444444444444445,0.022222222222222227,0.07086805555555538,0.000681649806568217,80,0.2876562183717876,tie
arc,0.7,coherent,1.0,aip_gated,race,0.951388888888889,0.9472222222222222,0.004166666666666668,-0.002777777777777776,0.015277777777777779,0.5538940370211425,80,1.0,tie
arc,0.7,gate_aware,0.25,iwmv,race,0.9791666666666666,0.0,0.9791666666666666,0.9625,0.9958333333333332,3.3445893334973532e-18,80,2.8495901121397448e-15,win
arc,0.7,gate_aware,0.25,mace,race,0.9791666666666666,0.0,0.9791666666666666,0.9583333333333334,0.9958333333333332,3.3445893334973532e-18,80,2.8495901121397448e-15,win
arc,0.7,gate_aware,0.25,glad,race,0.9791666666666666,0.0,0.9791666666666666,0.9583333333333334,0.9958333333333332,3.3445893334973532e-18,80,2.8495901121397448e-15,win
arc,0.7,gate_aware,0.25,ds_onecoin,race,0.9791666666666666,0.0,0.9791666666666666,0.9583333333333334,0.9958333333333332,3.3445893334973532e-18,80,2.8495901121397448e-15,win
arc,0.7,gate_aware,0.25,ds_full,race,0.9791666666666666,0.008333333333333333,0.9708333333333334,0.9458333333333332,0.9916666666666668,4.895213571179734e-18,80,4.140634543215297e-15,win
arc,0.7,gate_aware,0.25,majority,race,0.9791666666666666,0.1125,0.8666666666666668,0.8166666666666668,0.9125,4.626649285608945e-16,80,3.534760054205234e-13,win
arc,0.7,gate_aware,0.25,self,race,0.9791666666666666,0.9069444444444443,0.07222222222222223,0.04166666666666667,0.10694444444444447,3.891143689224593e-05,80,0.018713573954158257,win
arc,0.7,gate_aware,0.25,aip_gated,race,0.9791666666666666,0.0,0.9791666666666666,0.9583333333333333,0.9958333333333332,3.3445893334973532e-18,80,2.8495901121397448e-15,win
arc,0.7,llm:always_wrong,1.0,iwmv,race,0.9333333333333332,0.325,0.6083333333333333,0.5,0.7126041666666662,4.00216524601521e-12,80,2.7574918545044798e-09,win
arc,0.7,llm:always_wrong,1.0,mace,race,0.9333333333333332,0.325,0.6083333333333333,0.4958333333333334,0.7125,4.00216524601521e-12,80,2.7574918545044798e-09,win
arc,0.7,llm:always_wrong,1.0,glad,race,0.9333333333333332,0.325,0.6083333333333333,0.4958333333333333,0.7208333333333333,4.00216524601521e-12,80,2.7574918545044798e-09,win
arc,0.7,llm:always_wrong,1.0,ds_onecoin,race,0.9333333333333332,0.325,0.6083333333333333,0.4958333333333333,0.725,4.00216524601521e-12,80,2.7574918545044798e-09,win
arc,0.7,llm:always_wrong,1.0,ds_full,race,0.9333333333333332,0.325,0.6083333333333333,0.4998958333333333,0.7166666666666666,4.00216524601521e-12,80,2.7574918545044798e-09,win
arc,0.7,llm:always_wrong,1.0,majority,race,0.9333333333333332,0.4291666666666666,0.5041666666666667,0.4,0.6125,1.7819274443932326e-10,80,1.1635986211887809e-07,win
arc,0.7,llm:always_wrong,1.0,self,race,0.9333333333333332,0.9069444444444443,0.026388888888888896,8.309325449928906e-18,0.055555555555555566,0.10576314052078634,80,1.0,tie
arc,0.7,llm:always_wrong,1.0,aip_gated,race,0.9333333333333332,0.5041666666666667,0.4291666666666666,0.3111111111111111,0.5403124999999998,3.087297624622297e-08,80,1.7968072175301768e-05,win
arc,0.7,llm:rushing,1.0,iwmv,race,0.9416666666666667,0.275,0.6666666666666666,0.5583333333333333,0.7708333333333334,7.92125506165242e-13,80,5.560721053279999e-10,win
arc,0.7,llm:rushing,1.0,mace,race,0.9416666666666667,0.275,0.6666666666666666,0.55,0.7709374999999995,7.92125506165242e-13,80,5.560721053279999e-10,win
arc,0.7,llm:rushing,1.0,glad,race,0.9416666666666667,0.275,0.6666666666666666,0.5541666666666666,0.7751041666666662,7.92125506165242e-13,80,5.560721053279999e-10,win
arc,0.7,llm:rushing,1.0,ds_onecoin,race,0.9416666666666667,0.275,0.6666666666666666,0.5541666666666667,0.7667708333333328,7.92125506165242e-13,80,5.560721053279999e-10,win
arc,0.7,llm:rushing,1.0,ds_full,race,0.9416666666666667,0.275,0.6666666666666666,0.55,0.775,7.92125506165242e-13,80,5.560721053279999e-10,win
arc,0.7,llm:rushing,1.0,majority,race,0.9416666666666667,0.2875,0.6541666666666666,0.5416666666666666,0.7625,1.5887277411219023e-12,80,1.1025770523386003e-09,win
arc,0.7,llm:rushing,1.0,self,race,0.9416666666666667,0.9069444444444443,0.03472222222222223,0.0055555555555555644,0.06805555555555556,0.03639713148121471,80,1.0,tie
arc,0.7,llm:rushing,1.0,aip_gated,race,0.9416666666666667,0.6847222222222222,0.2569444444444445,0.15416666666666665,0.36527777777777776,2.2114115718797702e-05,80,0.010813802586492076,win
arc,0.7,llm:semantic_hallucination,1.0,iwmv,race,0.9333333333333333,0.2125,0.7208333333333334,0.6166666666666666,0.8208333333333334,9.344678822943076e-14,80,6.877683613686104e-11,win
arc,0.7,llm:semantic_hallucination,1.0,mace,race,0.9333333333333333,0.2125,0.7208333333333334,0.6083333333333334,0.8166666666666667,9.344678822943076e-14,80,6.877683613686104e-11,win
arc,0.7,llm:semantic_hallucination,1.0,glad,race,0.9333333333333333,0.2125,0.7208333333333334,0.6125,0.8208333333333332,9.344678822943076e-14,80,6.877683613686104e-11,win
arc,0.7,llm:semantic_hallucination,1.0,ds_onecoin,race,0.9333333333333333,0.2125,0.7208333333333334,0.6083333333333333,0.825,9.344678822943076e-14,80,6.877683613686104e-11,win
arc,0.7,llm:semantic_hallucination,1.0,ds_full,race,0.9333333333333333,0.2125,0.7208333333333334,0.6083333333333333,0.825,9.344678822943076e-14,80,6.877683613686104e-11,win
arc,0.7,llm:semantic_hallucination,1.0,majority,race,0.9333333333333333,0.225,0.7083333333333334,0.5916666666666666,0.8083333333333332,1.554781008001223e-13,80,1.1054492966888696e-10,win
arc,0.7,llm:semantic_hallucination,1.0,self,race,0.9333333333333333,0.9069444444444443,0.026388888888888896,0.002777777777777783,0.05000000000000001,0.03732759628053351,80,1.0,tie
arc,0.7,llm:semantic_hallucination,1.0,aip_gated,race,0.9333333333333333,0.736111111111111,0.19722222222222222,0.10968750000000002,0.2875,5.078549425682934e-05,80,0.024224680760507596,win
arc,0.7,llm:semantic_negation,1.0,iwmv,race,0.95,0.2625,0.6875,0.5833333333333333,0.7833333333333334,9.554671205434737e-14,80,6.984464651172793e-11,win
arc,0.7,llm:semantic_negation,1.0,mace,race,0.95,0.2625,0.6875,0.5833333333333333,0.7834374999999996,9.554671205434737e-14,80,6.984464651172793e-11,win
arc,0.7,llm:semantic_negation,1.0,glad,race,0.95,0.2625,0.6875,0.5875,0.7875,9.554671205434737e-14,80,6.984464651172793e-11,win
arc,0.7,llm:semantic_negation,1.0,ds_onecoin,race,0.95,0.2625,0.6875,0.5875,0.7875,9.554671205434737e-14,80,6.984464651172793e-11,win
arc,0.7,llm:semantic_negation,1.0,ds_full,race,0.95,0.2625,0.6875,0.5875,0.7834374999999995,9.554671205434737e-14,80,6.984464651172793e-11,win
arc,0.7,llm:semantic_negation,1.0,majority,race,0.95,0.2708333333333333,0.6791666666666666,0.5707291666666666,0.7833333333333333,2.4747488913518087e-13,80,1.7545969639684325e-10,win
arc,0.7,llm:semantic_negation,1.0,self,race,0.95,0.9069444444444443,0.043055555555555555,0.011111111111111117,0.07777777777777779,0.010451524596163053,80,1.0,tie
arc,0.7,llm:semantic_negation,1.0,aip_gated,race,0.95,0.6805555555555556,0.2694444444444445,0.1721875,0.36527777777777776,5.324040922773604e-06,80,0.002741881075228406,win
boolq,0.1,coherent,1.0,iwmv,race,0.9421296296296295,0.9416666666666668,0.0004629629629629629,-0.0027777777777777775,0.004166666666666667,0.9929035095959442,80,1.0,tie
boolq,0.1,coherent,1.0,mace,race,0.9421296296296295,0.9291666666666668,0.012962962962962964,0.0,0.03194444444444444,0.08328098628159922,80,1.0,tie
boolq,0.1,coherent,1.0,glad,race,0.9421296296296295,0.9375,0.00462962962962963,-0.0018518518518518517,0.014351851851851852,0.5538940370211425,80,1.0,tie
boolq,0.1,coherent,1.0,kos,race,0.9421296296296295,0.9416666666666668,0.0004629629629629629,-0.0027777777777777775,0.004166666666666667,0.9929035095959442,80,1.0,tie
boolq,0.1,coherent,1.0,ds_onecoin,race,0.9421296296296295,0.9333333333333333,0.008796296296296297,0.0,0.020833333333333336,0.08328098628159922,80,1.0,tie
boolq,0.1,coherent,1.0,ds_full,race,0.9421296296296295,0.9375,0.004629629629629629,-0.008333333333333333,0.02222222222222222,0.9929035095959442,80,1.0,tie
boolq,0.1,coherent,1.0,majority,race,0.9421296296296295,0.9125,0.029629629629629627,0.0041666666666666675,0.06297453703703698,0.04552216892442034,80,1.0,tie
boolq,0.1,coherent,1.0,self,race,0.9421296296296295,0.9013888888888889,0.040740740740740744,0.015266203703703705,0.06667824074074069,0.0016533634638669563,80,0.6712655663299842,tie
boolq,0.1,coherent,1.0,aip_gated,race,0.9421296296296295,0.9254629629629629,0.016666666666666666,0.0,0.03981481481481482,0.08327686887710241,80,1.0,tie
boolq,0.3,coherent,1.0,iwmv,race,0.9333333333333332,0.95,-0.016666666666666666,-0.041666666666666664,0.0,0.08327686887710241,80,1.0,tie
